sample,section,sweep_index,file_name,R_pos_0_to_0p5_ohm,R_neg_m0p5_to_0_ohm,R_pos_label,R_neg_label,G_pos_S,G_neg_S,width_m,thickness_m,length_m_min,length_m_max,sigma_nominal_Spm,sigma_lo_Spm,sigma_hi_Spm,rho_nominal_ohm_m,rho_lo_ohm_m,rho_hi_ohm_m,Rsheet_nominal_ohm_sq,Rsheet_lo_ohm_sq,Rsheet_hi_ohm_sq,ohmic,switching_voltages_V
7_ITO,E,2,2-FS-3v-0.1sv-0.05sd-Py-ITO_TEST-1-E-end.txt,13344.434632048667,13332.628608678315,13.3 kΩ,13.3 kΩ,7.493760714285711e-05,7.500396428571423e-05,9.999999999999999e-05,5e-08,0.0067,0.00695,102289.83374999995,100416.39357142853,104163.27392857138,9.776142587581442e-06,9.600312684927099e-06,9.958533307499004e-06,195.52285175162882,192.00625369854197,199.1706661499801,X,0.05;-0.05
7_ITO,E,3,3-FS-5v-0.2sv-0.05sd-Py-ITO_TEST-3-E-end.txt,13379.270314665948,13345.342658910504,13.4 kΩ,13.3 kΩ,7.474249166666665e-05,7.493250833333332e-05,9.999999999999999e-05,5e-08,0.0067,0.00695,102023.50112499998,100154.93883333332,103892.06341666664,9.801663234187507e-06,9.625374327097803e-06,9.984530085571601e-06,196.03326468375016,192.50748654195607,199.69060171143204,X,0.1;-0.1;0.1;-0.1;0.1;-0.1
7_ITO,G,1,1-FS-0.5v-0.1sv-0.05sd-Py-ITO_TEST-1-G-end.txt,5294.921111669687,5290.235283713325,5.29 kΩ,5.29 kΩ,0.00018886022641509433,0.00018902750943396217,0.00019999999999999998,5e-08,0.0067,0.00695,128897.10452830188,126536.35169811321,131257.85735849055,7.758126170944597e-06,7.618591527582283e-06,7.902867330850278e-06,155.16252341889194,152.37183055164564,158.05734661700555,X,0.05;-0.05
7_ITO,G,2,2-FS-3v-0.1sv-0.05sd-Py-ITO_TEST-1-G-end.txt,5301.271244844517,5293.437951832742,5.3 kΩ,5.29 kΩ,0.00018863399999999986,0.00018891314285714275,0.00019999999999999998,5e-08,0.0067,0.00695,128742.70499999991,126384.77999999993,131100.62999999992,7.767430395376582e-06,7.627728409848226e-06,7.91234514155898e-06,155.34860790753163,152.5545681969645,158.2469028311796,X,0.05;-0.05
7_ITO,G,3,3-FS-5v-0.2sv-0.05sd-Py-ITO_TEST-3-G-end.txt,5309.669904459129,5299.598445009491,5.31 kΩ,5.3 kΩ,0.00018833562499999995,0.0001886935416666666,0.00019999999999999998,5e-08,0.0067,0.00695,128539.06406249997,126184.86874999998,130893.25937499997,7.77973612374964e-06,7.639812812171408e-06,7.92488045441661e-06,155.59472247499278,152.79625624342816,158.49760908833218,X,0.1;-0.1;0.1;-0.1;0.1;-0.1
7_ITO,H,1,1-FS-0.5v-0.1sv-0.05sd-Py-ITO_TEST-1-h-end.txt,6765.93786877553,6934.028864399706,6.77 kΩ,6.93 kΩ,0.00014779916981132074,0.00014421630188679235,0.00019999999999999998,5e-08,0.0067,0.00695,100872.9333962264,99025.4437735849,102720.42301886792,9.913462078791984e-06,9.735162401115868e-06,1.0098414729515714e-05,198.2692415758397,194.70324802231738,201.9682945903143,X,0.05;-0.05
7_ITO,H,2,2-FS-3v-0.1sv-0.05sd-Py-ITO_TEST-1-h-end.txt,8210.821041050003,7341.785826472702,8.21 kΩ,7.34 kΩ,0.00012179049999999995,0.00013620664285714275,0.00019999999999999998,5e-08,0.0067,0.00695,83122.01624999996,81599.63499999997,84644.39749999996,1.2030507019853485e-05,1.1814130994316552e-05,1.2254956777686572e-05,240.6101403970697,236.28261988633102,245.0991355537314,X,0.05;-0.05
7_ITO,H,3,3-FS-5v-0.2sv-0.05sd-Py-ITO_TEST-3-h-end.txt,6806.519851924162,6706.216578940972,6.81 kΩ,6.71 kΩ,0.0001469179583333333,0.00014911537499999998,0.00019999999999999998,5e-08,0.0067,0.00695,100271.50656249997,98435.03208333331,102107.98104166663,9.972922859962144e-06,9.793553743775774e-06,1.0158984853618152e-05,199.45845719924284,195.87107487551543,203.179697072363,X,0.1;-0.1;0.1;-0.1;0.1;-0.1
7_ITO,I,1,1-FS-0.5v-0.1sv-0.05sd-Py-ITO_TEST-1-I-end.txt,12379.33592664071,12364.833126778414,12.4 kΩ,12.4 kΩ,8.077977735849056e-05,8.087452452830184e-05,9.999999999999999e-05,5e-08,0.0067,0.00695,110264.39609433962,108244.90166037736,112283.89052830188,9.069110568967553e-06,8.90599706952569e-06,9.238310393015454e-06,181.38221137935105,178.1199413905138,184.76620786030907,X,0.05;-0.05
7_ITO,I,2,2-FS-3v-0.1sv-0.05sd-Py-ITO_TEST-1-I-end.txt,12374.683130770089,12371.207992790065,12.4 kΩ,12.4 kΩ,8.081014999999996e-05,8.083284999999997e-05,9.999999999999999e-05,5e-08,0.0067,0.00695,110305.85474999994,108285.60099999995,112326.10849999993,9.065701927304094e-06,8.902649734366971e-06,9.23483815729111e-06,181.3140385460819,178.05299468733938,184.6967631458222,X,0.05;-0.05
7_ITO,I,3,3-FS-5v-0.2sv-0.05sd-Py-ITO_TEST-3-I-end.txt,12524.75465571224,12527.437698442447,12.5 kΩ,12.5 kΩ,7.984188333333332e-05,7.982478333333331e-05,9.999999999999999e-05,5e-08,0.0067,0.00695,108984.17074999998,106988.12366666665,110980.21783333331,9.175644436419224e-06,9.010614860224633e-06,9.346831832621075e-06,183.51288872838447,180.21229720449264,186.93663665242147,X,0.1;-0.1;0.1;-0.1;0.1;-0.1
7_ITO,K,1,1-FS-0.5v-0.1sv-0.05sd-Py-ITO_TEST-1-k-end.txt,7099.860882914589,7123.478784465715,7.1 kΩ,7.12 kΩ,0.0001408478301886792,0.00014038084905660365,,5e-08,0.0067,0.00695,,,,,,,,,,X,0.05;-0.05
7_ITO,K,2,2-FS-3v-0.1sv-0.05sd-Py-ITO_TEST-1-k-end.txt,6783.668801907182,7944.930283236767,6.78 kΩ,7.94 kΩ,0.0001474128571428571,0.00012586642857142854,,5e-08,0.0067,0.00695,,,,,,,,,,X,0.05;-0.05
7_ITO,K,3,3-FS-5v-0.2sv-0.05sd-Py-ITO_TEST-3-k-end.txt,6723.133518070104,6488.001522517692,6.72 kΩ,6.49 kΩ,0.00014874016666666662,0.00015413066666666663,,5e-08,0.0067,0.00695,,,,,,,,,,X,0.1;-0.1;0.1;-0.1;0.1;-0.1
7_ITO,L,1,1-FS-0.5v-0.1sv-0.05sd-Py-ITO_TEST-1-l-end.txt,13119.143107078446,13109.151993691787,13.1 kΩ,13.1 kΩ,7.622449056603774e-05,7.628258490566032e-05,9.999999999999999e-05,5e-08,0.0067,0.00695,104046.4296226415,102140.81735849057,105952.04188679245,9.611093851339521e-06,9.438232451135573e-06,9.790405303789885e-06,192.22187702679042,188.76464902271144,195.80810607579767,X,0.05;-0.05
7_ITO,L,2,2-FS-3v-0.1sv-0.05sd-Py-ITO_TEST-1-l-end.txt,13116.619300055974,13112.717481444108,13.1 kΩ,13.1 kΩ,7.623915714285712e-05,7.626184285714281e-05,9.999999999999999e-05,5e-08,0.0067,0.00695,104066.44949999996,102160.47057142855,105972.4284285714,9.609244908465916e-06,9.436416762630197e-06,9.788521865713412e-06,192.1848981693183,188.72833525260393,195.77043731426824,X,0.05;-0.05
7_ITO,L,3,3-FS-5v-0.2sv-0.05sd-Py-ITO_TEST-3-l-end.txt,13113.526586281847,13096.657094647417,13.1 kΩ,13.1 kΩ,7.625713749999996e-05,7.635536249999997e-05,9.999999999999999e-05,5e-08,0.0067,0.00695,104090.99268749995,102184.56424999997,105997.42112499995,9.606979184089266e-06,9.434191788691976e-06,9.786213870359586e-06,192.1395836817853,188.68383577383952,195.72427740719172,X,0.1;-0.1;0.1;-0.1;0.1;-0.1
