Index	Time (s)	Voltage (V)
141	-3.155200000e+00	-1.024000000e+00
142	-3.154880000e+00	-1.024000000e+00
143	-3.154560000e+00	-1.024000000e+00
144	-3.154240000e+00	-1.024000000e+00
145	-3.153920000e+00	-1.024000000e+00
146	-3.153600000e+00	-1.024000000e+00
147	-3.153280000e+00	-1.024000000e+00
148	-3.152960000e+00	-1.024000000e+00
149	-3.152640000e+00	-1.024000000e+00
150	-3.152320000e+00	-1.024000000e+00
151	-3.152000000e+00	-1.024000000e+00
152	-3.151680000e+00	-1.024000000e+00
153	-3.151360000e+00	-1.024000000e+00
154	-3.151040000e+00	-1.024000000e+00
155	-3.150720000e+00	-1.024000000e+00
156	-3.150400000e+00	-1.024000000e+00
157	-3.150080000e+00	-1.024000000e+00
158	-3.149760000e+00	-1.024000000e+00
159	-3.149440000e+00	-1.024000000e+00
160	-3.149120000e+00	-1.024000000e+00
161	-3.148800000e+00	-1.024000000e+00
162	-3.148480000e+00	-1.024000000e+00
163	-3.148160000e+00	-1.024000000e+00
164	-3.147840000e+00	-1.024000000e+00
165	-3.147520000e+00	-1.024000000e+00
166	-3.147200000e+00	-1.024000000e+00
167	-3.146880000e+00	-1.024000000e+00
168	-3.146560000e+00	-1.024000000e+00
169	-3.146240000e+00	-1.024000000e+00
170	-3.145920000e+00	-1.024000000e+00
171	-3.145600000e+00	-1.024000000e+00
172	-3.145280000e+00	-1.024000000e+00
173	-3.144960000e+00	-1.024000000e+00
174	-3.144640000e+00	-1.024000000e+00
175	-3.144320000e+00	-1.024000000e+00
176	-3.144000000e+00	-1.024000000e+00
177	-3.143680000e+00	-1.024000000e+00
178	-3.143360000e+00	-1.024000000e+00
179	-3.143040000e+00	-1.024000000e+00
180	-3.142720000e+00	-1.024000000e+00
181	-3.142400000e+00	-1.024000000e+00
182	-3.142080000e+00	-1.024000000e+00
183	-3.141760000e+00	-1.024000000e+00
184	-3.141440000e+00	-1.024000000e+00
185	-3.141120000e+00	-1.024000000e+00
186	-3.140800000e+00	-1.024000000e+00
187	-3.140480000e+00	-1.024000000e+00
188	-3.140160000e+00	-1.024000000e+00
189	-3.139840000e+00	-1.024000000e+00
190	-3.139520000e+00	-1.024000000e+00
191	-3.139200000e+00	-1.024000000e+00
192	-3.138880000e+00	-1.024000000e+00
193	-3.138560000e+00	-1.024000000e+00
194	-3.138240000e+00	-1.024000000e+00
195	-3.137920000e+00	-1.024000000e+00
196	-3.137600000e+00	-1.024000000e+00
197	-3.137280000e+00	-1.024000000e+00
198	-3.136960000e+00	-1.024000000e+00
199	-3.136640000e+00	-1.024000000e+00
200	-3.136320000e+00	-1.024000000e+00
201	-3.136000000e+00	-1.024000000e+00
202	-3.135680000e+00	-1.024000000e+00
203	-3.135360000e+00	-1.024000000e+00
204	-3.135040000e+00	-1.024000000e+00
205	-3.134720000e+00	-1.024000000e+00
206	-3.134400000e+00	-1.024000000e+00
207	-3.134080000e+00	-1.024000000e+00
208	-3.133760000e+00	-1.024000000e+00
209	-3.133440000e+00	-1.024000000e+00
210	-3.133120000e+00	-1.024000000e+00
211	-3.132800000e+00	-1.024000000e+00
212	-3.132480000e+00	-1.024000000e+00
213	-3.132160000e+00	-1.024000000e+00
214	-3.131840000e+00	-1.024000000e+00
215	-3.131520000e+00	-1.024000000e+00
216	-3.131200000e+00	-1.024000000e+00
217	-3.130880000e+00	-1.024000000e+00
218	-3.130560000e+00	-1.024000000e+00
219	-3.130240000e+00	-1.024000000e+00
220	-3.129920000e+00	-1.024000000e+00
221	-3.129600000e+00	-1.024000000e+00
222	-3.129280000e+00	-1.024000000e+00
223	-3.128960000e+00	-1.024000000e+00
224	-3.128640000e+00	-1.024000000e+00
225	-3.128320000e+00	-1.024000000e+00
226	-3.128000000e+00	-1.024000000e+00
227	-3.127680000e+00	-1.024000000e+00
228	-3.127360000e+00	-1.024000000e+00
229	-3.127040000e+00	-1.024000000e+00
230	-3.126720000e+00	-1.024000000e+00
231	-3.126400000e+00	-1.024000000e+00
232	-3.126080000e+00	-1.024000000e+00
233	-3.125760000e+00	-1.024000000e+00
234	-3.125440000e+00	-1.024000000e+00
235	-3.125120000e+00	-1.024000000e+00
236	-3.124800000e+00	-1.024000000e+00
237	-3.124480000e+00	-1.024000000e+00
238	-3.124160000e+00	-1.024000000e+00
239	-3.123840000e+00	-1.024000000e+00
240	-3.123520000e+00	-1.024000000e+00
241	-3.123200000e+00	-1.024000000e+00
242	-3.122880000e+00	-1.024000000e+00
243	-3.122560000e+00	-1.024000000e+00
244	-3.122240000e+00	-1.024000000e+00
245	-3.121920000e+00	-1.024000000e+00
246	-3.121600000e+00	-1.024000000e+00
247	-3.121280000e+00	-1.024000000e+00
248	-3.120960000e+00	-1.024000000e+00
249	-3.120640000e+00	-1.024000000e+00
250	-3.120320000e+00	-1.024000000e+00
251	-3.120000000e+00	-1.024000000e+00
252	-3.119680000e+00	-1.024000000e+00
253	-3.119360000e+00	-1.024000000e+00
254	-3.119040000e+00	-1.024000000e+00
255	-3.118720000e+00	-1.024000000e+00
256	-3.118400000e+00	-1.024000000e+00
257	-3.118080000e+00	-1.024000000e+00
258	-3.117760000e+00	-1.024000000e+00
259	-3.117440000e+00	-1.024000000e+00
260	-3.117120000e+00	-1.024000000e+00
261	-3.116800000e+00	-1.024000000e+00
262	-3.116480000e+00	-1.024000000e+00
263	-3.116160000e+00	-1.024000000e+00
264	-3.115840000e+00	-1.024000000e+00
265	-3.115520000e+00	-1.024000000e+00
266	-3.115200000e+00	-1.024000000e+00
267	-3.114880000e+00	-1.024000000e+00
268	-3.114560000e+00	-1.024000000e+00
269	-3.114240000e+00	-1.024000000e+00
270	-3.113920000e+00	-1.024000000e+00
271	-3.113600000e+00	-1.024000000e+00
272	-3.113280000e+00	-1.024000000e+00
273	-3.112960000e+00	-1.024000000e+00
274	-3.112640000e+00	-1.024000000e+00
275	-3.112320000e+00	-1.024000000e+00
276	-3.112000000e+00	-1.024000000e+00
277	-3.111680000e+00	-1.024000000e+00
278	-3.111360000e+00	-1.024000000e+00
279	-3.111040000e+00	-1.024000000e+00
280	-3.110720000e+00	-1.024000000e+00
281	-3.110400000e+00	-1.024000000e+00
282	-3.110080000e+00	-1.024000000e+00
283	-3.109760000e+00	-1.024000000e+00
284	-3.109440000e+00	-1.024000000e+00
285	-3.109120000e+00	-1.024000000e+00
286	-3.108800000e+00	-1.024000000e+00
287	-3.108480000e+00	-1.024000000e+00
288	-3.108160000e+00	-1.024000000e+00
289	-3.107840000e+00	-1.024000000e+00
290	-3.107520000e+00	-1.024000000e+00
291	-3.107200000e+00	-1.024000000e+00
292	-3.106880000e+00	-1.024000000e+00
293	-3.106560000e+00	-1.024000000e+00
294	-3.106240000e+00	-1.024000000e+00
295	-3.105920000e+00	-1.024000000e+00
296	-3.105600000e+00	-1.024000000e+00
297	-3.105280000e+00	-1.024000000e+00
298	-3.104960000e+00	-1.024000000e+00
299	-3.104640000e+00	-1.024000000e+00
300	-3.104320000e+00	-1.024000000e+00
301	-3.104000000e+00	-1.024000000e+00
302	-3.103680000e+00	-1.024000000e+00
303	-3.103360000e+00	-1.024000000e+00
304	-3.103040000e+00	-1.024000000e+00
305	-3.102720000e+00	-1.024000000e+00
306	-3.102400000e+00	-1.024000000e+00
307	-3.102080000e+00	-1.024000000e+00
308	-3.101760000e+00	-1.024000000e+00
309	-3.101440000e+00	-1.024000000e+00
310	-3.101120000e+00	-1.024000000e+00
311	-3.100800000e+00	-1.024000000e+00
312	-3.100480000e+00	-1.024000000e+00
313	-3.100160000e+00	-1.024000000e+00
314	-3.099840000e+00	-1.024000000e+00
315	-3.099520000e+00	-1.024000000e+00
316	-3.099200000e+00	-1.024000000e+00
317	-3.098880000e+00	-1.024000000e+00
318	-3.098560000e+00	-1.024000000e+00
319	-3.098240000e+00	-1.024000000e+00
320	-3.097920000e+00	-1.024000000e+00
321	-3.097600000e+00	-1.024000000e+00
322	-3.097280000e+00	-1.024000000e+00
323	-3.096960000e+00	-1.024000000e+00
324	-3.096640000e+00	-1.024000000e+00
325	-3.096320000e+00	-1.024000000e+00
326	-3.096000000e+00	-1.024000000e+00
327	-3.095680000e+00	-1.024000000e+00
328	-3.095360000e+00	-1.024000000e+00
329	-3.095040000e+00	-1.024000000e+00
330	-3.094720000e+00	-1.024000000e+00
331	-3.094400000e+00	-1.024000000e+00
332	-3.094080000e+00	-1.024000000e+00
333	-3.093760000e+00	-1.024000000e+00
334	-3.093440000e+00	-1.024000000e+00
335	-3.093120000e+00	-1.024000000e+00
336	-3.092800000e+00	-1.024000000e+00
337	-3.092480000e+00	-1.024000000e+00
338	-3.092160000e+00	-1.024000000e+00
339	-3.091840000e+00	-1.024000000e+00
340	-3.091520000e+00	-1.024000000e+00
341	-3.091200000e+00	-1.024000000e+00
342	-3.090880000e+00	-1.024000000e+00
343	-3.090560000e+00	-1.024000000e+00
344	-3.090240000e+00	-1.024000000e+00
345	-3.089920000e+00	-1.024000000e+00
346	-3.089600000e+00	-1.024000000e+00
347	-3.089280000e+00	-1.024000000e+00
348	-3.088960000e+00	-1.024000000e+00
349	-3.088640000e+00	-1.024000000e+00
350	-3.088320000e+00	-1.024000000e+00
351	-3.088000000e+00	-1.024000000e+00
352	-3.087680000e+00	-1.024000000e+00
353	-3.087360000e+00	-1.024000000e+00
354	-3.087040000e+00	-1.024000000e+00
355	-3.086720000e+00	-1.024000000e+00
356	-3.086400000e+00	-1.024000000e+00
357	-3.086080000e+00	-1.024000000e+00
358	-3.085760000e+00	-1.024000000e+00
359	-3.085440000e+00	-1.024000000e+00
360	-3.085120000e+00	-1.024000000e+00
361	-3.084800000e+00	-1.024000000e+00
362	-3.084480000e+00	-1.024000000e+00
363	-3.084160000e+00	-1.024000000e+00
364	-3.083840000e+00	-1.024000000e+00
365	-3.083520000e+00	-1.024000000e+00
366	-3.083200000e+00	-1.024000000e+00
367	-3.082880000e+00	-1.024000000e+00
368	-3.082560000e+00	-1.024000000e+00
369	-3.082240000e+00	-1.024000000e+00
370	-3.081920000e+00	-1.024000000e+00
371	-3.081600000e+00	-1.024000000e+00
372	-3.081280000e+00	-1.024000000e+00
373	-3.080960000e+00	-1.024000000e+00
374	-3.080640000e+00	-1.024000000e+00
375	-3.080320000e+00	-1.024000000e+00
376	-3.080000000e+00	-1.024000000e+00
377	-3.079680000e+00	-1.024000000e+00
378	-3.079360000e+00	-1.024000000e+00
379	-3.079040000e+00	-1.024000000e+00
380	-3.078720000e+00	-1.024000000e+00
381	-3.078400000e+00	-1.024000000e+00
382	-3.078080000e+00	-1.024000000e+00
383	-3.077760000e+00	-1.024000000e+00
384	-3.077440000e+00	-1.024000000e+00
385	-3.077120000e+00	-1.024000000e+00
386	-3.076800000e+00	-1.024000000e+00
387	-3.076480000e+00	-1.024000000e+00
388	-3.076160000e+00	-1.024000000e+00
389	-3.075840000e+00	-1.024000000e+00
390	-3.075520000e+00	-1.024000000e+00
391	-3.075200000e+00	-1.024000000e+00
392	-3.074880000e+00	-1.024000000e+00
393	-3.074560000e+00	-1.024000000e+00
394	-3.074240000e+00	-1.024000000e+00
395	-3.073920000e+00	-1.024000000e+00
396	-3.073600000e+00	-1.024000000e+00
397	-3.073280000e+00	-1.024000000e+00
398	-3.072960000e+00	-1.024000000e+00
399	-3.072640000e+00	-1.024000000e+00
400	-3.072320000e+00	-1.024000000e+00
401	-3.072000000e+00	-1.024000000e+00
402	-3.071680000e+00	-1.024000000e+00
403	-3.071360000e+00	-1.024000000e+00
404	-3.071040000e+00	-1.024000000e+00
405	-3.070720000e+00	-1.024000000e+00
406	-3.070400000e+00	-1.024000000e+00
407	-3.070080000e+00	-1.024000000e+00
408	-3.069760000e+00	-1.024000000e+00
409	-3.069440000e+00	-1.024000000e+00
410	-3.069120000e+00	-1.024000000e+00
411	-3.068800000e+00	-1.024000000e+00
412	-3.068480000e+00	-1.024000000e+00
413	-3.068160000e+00	-1.024000000e+00
414	-3.067840000e+00	-1.024000000e+00
415	-3.067520000e+00	-1.024000000e+00
416	-3.067200000e+00	-1.024000000e+00
417	-3.066880000e+00	-1.024000000e+00
418	-3.066560000e+00	-1.024000000e+00
419	-3.066240000e+00	-1.024000000e+00
420	-3.065920000e+00	-1.024000000e+00
421	-3.065600000e+00	-1.024000000e+00
422	-3.065280000e+00	-1.024000000e+00
423	-3.064960000e+00	-1.024000000e+00
424	-3.064640000e+00	-1.024000000e+00
425	-3.064320000e+00	-1.024000000e+00
426	-3.064000000e+00	-1.024000000e+00
427	-3.063680000e+00	-1.024000000e+00
428	-3.063360000e+00	-1.024000000e+00
429	-3.063040000e+00	-1.024000000e+00
430	-3.062720000e+00	-1.024000000e+00
431	-3.062400000e+00	-1.024000000e+00
432	-3.062080000e+00	-1.024000000e+00
433	-3.061760000e+00	-1.024000000e+00
434	-3.061440000e+00	-1.024000000e+00
435	-3.061120000e+00	-1.024000000e+00
436	-3.060800000e+00	-1.024000000e+00
437	-3.060480000e+00	-1.024000000e+00
438	-3.060160000e+00	-1.024000000e+00
439	-3.059840000e+00	-1.024000000e+00
440	-3.059520000e+00	-1.024000000e+00
441	-3.059200000e+00	-1.024000000e+00
442	-3.058880000e+00	-1.024000000e+00
443	-3.058560000e+00	-1.024000000e+00
444	-3.058240000e+00	-1.024000000e+00
445	-3.057920000e+00	-1.024000000e+00
446	-3.057600000e+00	-1.024000000e+00
447	-3.057280000e+00	-1.024000000e+00
448	-3.056960000e+00	-1.024000000e+00
449	-3.056640000e+00	-1.024000000e+00
450	-3.056320000e+00	-1.024000000e+00
451	-3.056000000e+00	-1.024000000e+00
452	-3.055680000e+00	-1.024000000e+00
453	-3.055360000e+00	-1.024000000e+00
454	-3.055040000e+00	-1.024000000e+00
455	-3.054720000e+00	-1.024000000e+00
456	-3.054400000e+00	-1.024000000e+00
457	-3.054080000e+00	-1.024000000e+00
458	-3.053760000e+00	-1.024000000e+00
459	-3.053440000e+00	-1.024000000e+00
460	-3.053120000e+00	-1.024000000e+00
461	-3.052800000e+00	-1.024000000e+00
462	-3.052480000e+00	-1.024000000e+00
463	-3.052160000e+00	-1.024000000e+00
464	-3.051840000e+00	-1.024000000e+00
465	-3.051520000e+00	-1.024000000e+00
466	-3.051200000e+00	-1.024000000e+00
467	-3.050880000e+00	-1.024000000e+00
468	-3.050560000e+00	-1.024000000e+00
469	-3.050240000e+00	-1.024000000e+00
470	-3.049920000e+00	-1.024000000e+00
471	-3.049600000e+00	-1.024000000e+00
472	-3.049280000e+00	-1.024000000e+00
473	-3.048960000e+00	-1.024000000e+00
474	-3.048640000e+00	-1.024000000e+00
475	-3.048320000e+00	-1.024000000e+00
476	-3.048000000e+00	-1.024000000e+00
477	-3.047680000e+00	-1.024000000e+00
478	-3.047360000e+00	-1.024000000e+00
479	-3.047040000e+00	-1.024000000e+00
480	-3.046720000e+00	-1.024000000e+00
481	-3.046400000e+00	-1.024000000e+00
482	-3.046080000e+00	-1.024000000e+00
483	-3.045760000e+00	-1.024000000e+00
484	-3.045440000e+00	-1.024000000e+00
485	-3.045120000e+00	-1.024000000e+00
486	-3.044800000e+00	-1.024000000e+00
487	-3.044480000e+00	-1.024000000e+00
488	-3.044160000e+00	-1.024000000e+00
489	-3.043840000e+00	-1.024000000e+00
490	-3.043520000e+00	-1.024000000e+00
491	-3.043200000e+00	-1.024000000e+00
492	-3.042880000e+00	-1.024000000e+00
493	-3.042560000e+00	-1.024000000e+00
494	-3.042240000e+00	-1.024000000e+00
495	-3.041920000e+00	-1.024000000e+00
496	-3.041600000e+00	-1.024000000e+00
497	-3.041280000e+00	-1.024000000e+00
498	-3.040960000e+00	-1.024000000e+00
499	-3.040640000e+00	-1.024000000e+00
500	-3.040320000e+00	-1.024000000e+00
501	-3.040000000e+00	-1.024000000e+00
502	-3.039680000e+00	-1.024000000e+00
503	-3.039360000e+00	-1.024000000e+00
504	-3.039040000e+00	-1.024000000e+00
505	-3.038720000e+00	-1.024000000e+00
506	-3.038400000e+00	-1.024000000e+00
507	-3.038080000e+00	-1.024000000e+00
508	-3.037760000e+00	-1.024000000e+00
509	-3.037440000e+00	-1.024000000e+00
510	-3.037120000e+00	-1.024000000e+00
511	-3.036800000e+00	-1.024000000e+00
512	-3.036480000e+00	-1.024000000e+00
513	-3.036160000e+00	-1.024000000e+00
514	-3.035840000e+00	-1.024000000e+00
515	-3.035520000e+00	-1.024000000e+00
516	-3.035200000e+00	-1.024000000e+00
517	-3.034880000e+00	-1.024000000e+00
518	-3.034560000e+00	-1.024000000e+00
519	-3.034240000e+00	-1.024000000e+00
520	-3.033920000e+00	-1.024000000e+00
521	-3.033600000e+00	-1.024000000e+00
522	-3.033280000e+00	-1.024000000e+00
523	-3.032960000e+00	-1.024000000e+00
524	-3.032640000e+00	-1.024000000e+00
525	-3.032320000e+00	-1.024000000e+00
526	-3.032000000e+00	-1.024000000e+00
527	-3.031680000e+00	-1.024000000e+00
528	-3.031360000e+00	-1.024000000e+00
529	-3.031040000e+00	-1.024000000e+00
530	-3.030720000e+00	-1.024000000e+00
531	-3.030400000e+00	-1.024000000e+00
532	-3.030080000e+00	-1.024000000e+00
533	-3.029760000e+00	-1.024000000e+00
534	-3.029440000e+00	-1.024000000e+00
535	-3.029120000e+00	-1.024000000e+00
536	-3.028800000e+00	-1.024000000e+00
537	-3.028480000e+00	-1.024000000e+00
538	-3.028160000e+00	-1.024000000e+00
539	-3.027840000e+00	-1.024000000e+00
540	-3.027520000e+00	-1.024000000e+00
541	-3.027200000e+00	-1.024000000e+00
542	-3.026880000e+00	-1.024000000e+00
543	-3.026560000e+00	-1.024000000e+00
544	-3.026240000e+00	-1.024000000e+00
545	-3.025920000e+00	-1.024000000e+00
546	-3.025600000e+00	-1.024000000e+00
547	-3.025280000e+00	-1.024000000e+00
548	-3.024960000e+00	-1.024000000e+00
549	-3.024640000e+00	-1.024000000e+00
550	-3.024320000e+00	-1.024000000e+00
551	-3.024000000e+00	-1.024000000e+00
552	-3.023680000e+00	-1.024000000e+00
553	-3.023360000e+00	-1.024000000e+00
554	-3.023040000e+00	-1.024000000e+00
555	-3.022720000e+00	-1.024000000e+00
556	-3.022400000e+00	-1.024000000e+00
557	-3.022080000e+00	-1.024000000e+00
558	-3.021760000e+00	-1.024000000e+00
559	-3.021440000e+00	-1.024000000e+00
560	-3.021120000e+00	-1.024000000e+00
561	-3.020800000e+00	-1.024000000e+00
562	-3.020480000e+00	-1.024000000e+00
563	-3.020160000e+00	-1.024000000e+00
564	-3.019840000e+00	-1.024000000e+00
565	-3.019520000e+00	-1.024000000e+00
566	-3.019200000e+00	-1.024000000e+00
567	-3.018880000e+00	-1.024000000e+00
568	-3.018560000e+00	-1.024000000e+00
569	-3.018240000e+00	-1.024000000e+00
570	-3.017920000e+00	-1.024000000e+00
571	-3.017600000e+00	-1.024000000e+00
572	-3.017280000e+00	-1.024000000e+00
573	-3.016960000e+00	-1.024000000e+00
574	-3.016640000e+00	-1.024000000e+00
575	-3.016320000e+00	-1.024000000e+00
576	-3.016000000e+00	-1.024000000e+00
577	-3.015680000e+00	-1.024000000e+00
578	-3.015360000e+00	-1.024000000e+00
579	-3.015040000e+00	-1.024000000e+00
580	-3.014720000e+00	-1.024000000e+00
581	-3.014400000e+00	-1.024000000e+00
582	-3.014080000e+00	-1.024000000e+00
583	-3.013760000e+00	-1.024000000e+00
584	-3.013440000e+00	-1.024000000e+00
585	-3.013120000e+00	-1.024000000e+00
586	-3.012800000e+00	-1.024000000e+00
587	-3.012480000e+00	-1.024000000e+00
588	-3.012160000e+00	-1.024000000e+00
589	-3.011840000e+00	-1.024000000e+00
590	-3.011520000e+00	-1.024000000e+00
591	-3.011200000e+00	-1.024000000e+00
592	-3.010880000e+00	-1.024000000e+00
593	-3.010560000e+00	-1.024000000e+00
594	-3.010240000e+00	-1.024000000e+00
595	-3.009920000e+00	-1.024000000e+00
596	-3.009600000e+00	-1.024000000e+00
597	-3.009280000e+00	-1.024000000e+00
598	-3.008960000e+00	-1.024000000e+00
599	-3.008640000e+00	-1.024000000e+00
600	-3.008320000e+00	-1.024000000e+00
601	-3.008000000e+00	-1.024000000e+00
602	-3.007680000e+00	-1.024000000e+00
603	-3.007360000e+00	-1.024000000e+00
604	-3.007040000e+00	-1.024000000e+00
605	-3.006720000e+00	-1.024000000e+00
606	-3.006400000e+00	-1.024000000e+00
607	-3.006080000e+00	-1.024000000e+00
608	-3.005760000e+00	-1.024000000e+00
609	-3.005440000e+00	-1.024000000e+00
610	-3.005120000e+00	-1.024000000e+00
611	-3.004800000e+00	-1.024000000e+00
612	-3.004480000e+00	-1.024000000e+00
613	-3.004160000e+00	-1.024000000e+00
614	-3.003840000e+00	-1.024000000e+00
615	-3.003520000e+00	-1.024000000e+00
616	-3.003200000e+00	-1.024000000e+00
617	-3.002880000e+00	-1.024000000e+00
618	-3.002560000e+00	-1.024000000e+00
619	-3.002240000e+00	-1.024000000e+00
620	-3.001920000e+00	-1.024000000e+00
621	-3.001600000e+00	-1.024000000e+00
622	-3.001280000e+00	-1.024000000e+00
623	-3.000960000e+00	-1.024000000e+00
624	-3.000640000e+00	-1.024000000e+00
625	-3.000320000e+00	-1.024000000e+00
626	-3.000000000e+00	-1.024000000e+00
627	-2.999680000e+00	-1.024000000e+00
628	-2.999360000e+00	-1.024000000e+00
629	-2.999040000e+00	-1.024000000e+00
630	-2.998720000e+00	-1.024000000e+00
631	-2.998400000e+00	-1.024000000e+00
632	-2.998080000e+00	-1.024000000e+00
633	-2.997760000e+00	-1.024000000e+00
634	-2.997440000e+00	-1.024000000e+00
