# sample: 7_ITO
# blocks: 27 (Section_Sweep triplets left-to-right)
A_s1,A_s1,A_s1,A_s2,A_s2,A_s2,A_s3,A_s3,A_s3,B_s1,B_s1,B_s1,B_s2,B_s2,B_s2,B_s3,B_s3,B_s3,D_s1,D_s1,D_s1,D_s2,D_s2,D_s2,D_s3,D_s3,D_s3,E_s1,E_s1,E_s1,E_s2,E_s2,E_s2,E_s3,E_s3,E_s3,G_s1,G_s1,G_s1,G_s2,G_s2,G_s2,G_s3,G_s3,G_s3,H_s1,H_s1,H_s1,H_s2,H_s2,H_s2,H_s3,H_s3,H_s3,I_s1,I_s1,I_s1,I_s2,I_s2,I_s2,I_s3,I_s3,I_s3,K_s1,K_s1,K_s1,K_s2,K_s2,K_s2,K_s3,K_s3,K_s3,L_s1,L_s1,L_s1,L_s2,L_s2,L_s2,L_s3,L_s3,L_s3
0.2,2.016e-07,2.891,0.9,9.037e-07,2.889,1.8,0.0002653,3.155,0.2,4.082e-06,3.241,0.9,1.917e-06,3.019,1.8,9.294e-05,3.103,0.2,4.367e-05,3.281,0.9,0.0001951,3.06,1.8,0.0003899,3.144,0.2,1.514e-05,3.24,0.9,6.763e-05,3.116,1.8,0.0001347,3.277,0.2,3.807e-05,3.164,0.9,0.0001701,3.095,1.8,0.0003394,3.328,0.2,2.974e-05,3.071,0.9,0.0001009,3.059,1.8,0.0002033,3.291,0.2,1.628e-05,3.176,0.9,7.283e-05,3.245,1.8,0.000145,3.156,0.2,2.825e-05,3.207,0.9,0.0001308,3.079,1.8,0.0002554,3.303,0.2,1.537e-05,3.189,0.9,6.872e-05,3.152,1.8,0.0001373,3.131
0.1,1.013e-07,3.174,1,9.956e-07,3.194,2,0.0002922,3.427,0.1,2.178e-06,3.562,1,2.818e-06,3.342,2,8.744e-05,3.43,0.1,2.198e-05,3.554,1,0.0002168,3.363,2,0.0004332,3.423,0.1,7.634e-06,3.586,1,7.51e-05,3.401,2,0.0001496,3.56,0.1,1.916e-05,3.432,1,0.0001889,3.413,2,0.0003771,3.635,0.1,1.525e-05,3.38,1,0.0001107,3.485,2,0.0002231,3.631,0.1,8.219e-06,3.551,1,8.09e-05,3.521,2,0.0001611,3.472,0.1,1.416e-05,3.542,1,0.0001461,3.351,2,0.0002923,3.6,0.1,7.755e-06,3.544,1,7.635e-05,3.427,2,0.0001526,3.403
0,1.467e-09,3.441,1.1,1.105e-06,3.597,2.2,0.0003137,3.761,0,8.047e-09,3.981,1.1,2.302e-06,3.622,2.2,6.887e-05,3.683,0,3.644e-07,3.983,1.1,0.0002385,3.639,2.2,0.0004765,3.752,0,1.295e-07,3.944,1.1,8.257e-05,3.723,2.2,0.0001645,3.837,0,3.199e-07,3.788,1.1,0.0002077,3.692,2.2,0.0004147,3.939,0,2.63e-07,3.763,1.1,0.000117,3.83,2.2,0.0002354,3.906,0,1.396e-07,3.947,1.1,8.901e-05,3.81,2.2,0.0001771,3.73,0,2.406e-07,3.897,1.1,0.0001625,3.62,2.2,0.0003264,3.869,0,1.323e-07,3.909,1.1,8.398e-05,3.703,2.2,0.0001678,3.695
-0.1,-9.952e-08,3.718,1.2,1.205e-06,3.915,2.4,0.0003195,4.041,-0.1,-5.246e-07,4.277,1.2,2.263e-06,3.917,2.4,5.074e-05,3.961,-0.1,-2.149e-05,4.406,1.2,0.0002601,3.914,2.4,0.0005197,4.054,-0.1,-7.471e-06,4.384,1.2,9.003e-05,3.999,2.4,0.0001794,4.105,-0.1,-1.873e-05,4.186,1.2,0.0002266,3.965,2.4,0.0004522,4.264,-0.1,-1.516e-05,4.177,1.2,0.0001307,4.098,2.4,0.000244,4.227,-0.1,-8.039e-06,4.434,1.2,9.709e-05,4.123,2.4,0.0001932,4.033,-0.1,-1.389e-05,4.324,1.2,0.0001778,3.889,2.4,0.0003653,4.231,-0.1,-7.583e-06,4.348,1.2,9.159e-05,3.98,2.4,0.000183,3.982
-0.2,-1.998e-07,4.011,1.3,1.307e-06,4.178,2.6,0.0002923,4.341,-0.2,-5.596e-07,4.546,1.3,2.101e-06,4.198,2.6,4.993e-05,4.238,-0.2,-4.318e-05,4.673,1.3,0.0002817,4.193,2.6,0.0005631,4.328,-0.2,-1.497e-05,4.851,1.3,9.758e-05,4.288,2.6,0.0001943,4.41,-0.2,-3.764e-05,4.472,1.3,0.0002454,4.246,2.6,0.0004897,4.595,-0.2,-3.044e-05,4.453,1.3,0.0001408,4.378,2.6,0.0002626,4.505,-0.2,-1.61e-05,4.841,1.3,0.0001052,4.529,2.6,0.0002093,4.324,-0.2,-2.805e-05,4.629,1.3,0.0001942,4.169,2.6,0.0004011,4.506,-0.2,-1.52e-05,4.79,1.3,9.922e-05,4.3,2.6,0.0001983,4.267
-0.3,-3.003e-07,4.287,1.4,1.409e-06,4.435,2.8,0.000247,4.64,-0.3,-5.147e-07,4.843,1.4,2.271e-06,4.511,2.8,4.51e-05,4.564,-0.3,-6.48e-05,4.934,1.4,0.0003034,4.517,2.8,0.0006063,4.635,-0.3,-2.247e-05,5.125,1.4,0.000105,4.683,2.8,0.0002092,4.75,-0.3,-5.649e-05,4.764,1.4,0.0002643,4.531,2.8,0.0005275,4.877,-0.3,-4.511e-05,4.749,1.4,0.0001514,4.658,2.8,0.0002791,4.809,-0.3,-2.416e-05,5.176,1.4,0.0001132,4.811,2.8,0.0002251,4.604,-0.3,-4.214e-05,4.886,1.4,0.0002114,4.504,2.8,0.0004363,4.874,-0.3,-2.28e-05,5.056,1.4,0.0001068,4.761,2.8,0.0002135,4.529
-0.4,-4.004e-07,4.574,1.5,1.509e-06,4.714,3,0.0001975,4.915,-0.4,-8.034e-07,5.133,1.5,2.231e-06,4.826,3,3.303e-05,4.912,-0.4,-8.65e-05,5.246,1.5,0.000325,4.798,3,0.0006495,4.905,-0.4,-3.001e-05,5.405,1.5,0.0001124,4.972,3,0.000224,5.048,-0.4,-7.542e-05,5.072,1.5,0.0002831,4.817,3,0.0005651,5.212,-0.4,-5.94e-05,5.02,1.5,0.0001559,4.935,3,0.0002827,5.083,-0.4,-3.226e-05,5.478,1.5,0.0001214,5.112,3,0.0002411,4.877,-0.4,-5.627e-05,5.16,1.5,0.0002278,4.793,3,0.0004724,5.183,-0.4,-3.043e-05,5.355,1.5,0.0001144,5.041,3,0.0002287,4.801
-0.5,-5.012e-07,4.843,1.6,1.612e-06,4.969,3.2,0.0002109,5.201,-0.5,-2.299e-05,5.542,1.6,2.172e-06,5.085,3.2,3.792e-05,5.2,-0.5,-0.000108,5.663,1.6,0.0003467,5.077,3.2,0.0006928,5.226,-0.5,-3.751e-05,5.695,1.6,0.00012,5.259,3.2,0.000239,5.338,-0.5,-9.428e-05,5.354,1.6,0.0003019,5.087,3.2,0.0006026,5.502,-0.5,-7.179e-05,5.315,1.6,0.0001689,5.21,3.2,0.000293,5.344,-0.5,-4.031e-05,5.75,1.6,0.0001295,5.383,3.2,0.0002572,5.203,-0.5,-7.021e-05,5.435,1.6,0.0002427,5.084,3.2,0.0005099,5.476,-0.5,-3.804e-05,5.641,1.6,0.0001221,5.324,3.2,0.000244,5.119
-0.5,-5.012e-07,5.126,1.7,1.713e-06,5.263,3.4,0.0002133,5.471,-0.5,-2.151e-05,5.817,1.7,2.264e-06,5.352,3.4,3.213e-05,5.493,-0.5,-0.000108,5.937,1.7,0.0003683,5.348,3.4,0.0007361,5.529,-0.5,-3.751e-05,6.033,1.7,0.0001274,5.527,3.4,0.0002538,5.635,-0.5,-9.429e-05,5.604,1.7,0.0003208,5.369,3.4,0.00064,5.796,-0.5,-7.082e-05,5.577,1.7,0.0001813,5.482,3.4,0.0003067,5.617,-0.5,-4.034e-05,6.041,1.7,0.0001376,5.652,3.4,0.000273,5.499,-0.5,-6.988e-05,5.724,1.7,0.00026,5.378,3.4,0.0005447,5.78,-0.5,-3.804e-05,5.945,1.7,0.0001297,5.618,3.4,0.0002592,5.388
-0.4,-4.004e-07,5.4,1.8,1.814e-06,5.542,3.6,0.000258,5.765,-0.4,-1.537e-05,6.163,1.8,2.4e-06,5.628,3.6,2.861e-05,5.756,-0.4,-8.65e-05,6.333,1.8,0.0003899,5.623,3.6,0.0007793,5.867,-0.4,-2.999e-05,6.37,1.8,0.0001349,5.835,3.6,0.0002687,5.916,-0.4,-7.543e-05,5.882,1.8,0.0003396,5.623,3.6,0.0006776,6.067,-0.4,-5.718e-05,5.86,1.8,0.000186,5.789,3.6,0.000311,5.897,-0.4,-3.228e-05,6.313,1.8,0.0001456,5.969,3.6,0.000289,5.766,-0.4,-5.54e-05,6.039,1.8,0.000276,5.641,3.6,0.0005793,6.106,-0.4,-3.043e-05,6.224,1.8,0.0001373,5.953,3.6,0.0002744,5.673
-0.3,-3.002e-07,5.687,1.9,1.915e-06,5.815,3.8,0.0002777,6.037,-0.3,-1.095e-05,6.482,1.9,2.618e-06,5.97,3.8,2.607e-05,6.047,-0.3,-6.481e-05,6.62,1.9,0.0004116,5.901,3.8,0.0008225,6.172,-0.3,-2.246e-05,6.647,1.9,0.0001424,6.158,3.8,0.0002834,6.19,-0.3,-5.652e-05,6.171,1.9,0.0003584,5.927,3.8,0.0007151,6.403,-0.3,-4.074e-05,6.182,1.9,0.0002053,6.09,3.8,0.0003383,6.227,-0.3,-2.418e-05,6.59,1.9,0.0001538,6.266,3.8,0.0003048,6.04,-0.3,-4.117e-05,6.334,1.9,0.0002948,5.923,3.8,0.0006159,6.438,-0.3,-2.28e-05,6.5,1.9,0.0001449,6.285,3.8,0.0002897,5.958
-0.2,-2.001e-07,5.958,2,2.016e-06,6.127,4,0.0002766,6.309,-0.2,-6.021e-06,6.804,2,3.336e-06,6.252,4,3.25e-05,6.341,-0.2,-4.318e-05,6.946,2,0.0004333,6.201,4,0.0008657,6.484,-0.2,-1.498e-05,6.943,2,0.0001498,6.462,4,0.0002983,6.497,-0.2,-3.765e-05,6.463,2,0.0003771,6.203,4,0.0007525,6.675,-0.2,-2.752e-05,6.519,2,0.0002084,6.371,4,0.0003553,6.503,-0.2,-1.611e-05,6.858,2,0.0001619,6.546,4,0.000321,6.334,-0.2,-2.737e-05,6.634,2,0.0003103,6.201,4,0.0006526,6.719,-0.2,-1.519e-05,6.794,2,0.0001526,6.55,4,0.0003049,6.238
-0.1,-9.969e-08,6.25,2.1,2.116e-06,6.414,4.2,0.0003983,6.63,-0.1,-2.398e-06,7.06,2.1,6.676e-06,6.52,4.2,3.54e-05,6.674,-0.1,-2.148e-05,7.289,2.1,0.0004549,6.48,4.2,0.000909,6.831,-0.1,-7.468e-06,7.326,2.1,0.0001572,6.797,4.2,0.0003129,6.818,-0.1,-1.874e-05,6.766,2.1,0.000396,6.476,4.2,0.0007902,7.011,-0.1,-1.265e-05,6.791,2.1,0.0002241,6.674,4.2,0.0003919,6.779,-0.1,-8.042e-06,7.261,2.1,0.00017,6.815,4.2,0.0003368,6.633,-0.1,-1.354e-05,6.934,2.1,0.0003275,6.515,4.2,0.0006885,7.009,-0.1,-7.583e-06,7.157,2.1,0.0001602,6.824,4.2,0.0003201,6.497
-0,6.079e-10,6.529,2.2,2.219e-06,6.675,4.4,0.0004158,6.949,-0,2.02e-09,7.449,2.2,6.136e-06,6.846,4.4,2.41e-05,6.983,-0,2.161e-07,7.654,2.2,0.0004765,6.762,4.4,0.0009522,7.111,-0,7.797e-08,7.689,2.2,0.0001645,7.125,4.4,0.0003276,7.152,-0,1.885e-07,7.138,2.2,0.0004148,6.753,4.4,0.0008275,7.286,-0,1.276e-07,7.155,2.2,0.0002338,6.964,4.4,0.0004128,7.105,-0,8.206e-08,7.655,2.2,0.0001781,7.12,4.4,0.0003527,6.949,-0,1.358e-07,7.314,2.2,0.000345,6.81,4.4,0.0007248,7.321,-0,7.81e-08,7.529,2.2,0.0001678,7.11,4.4,0.0003354,6.758
,,,2.3,2.322e-06,6.962,4.6,0.0004786,7.2,,,,2.3,4.239e-06,7.183,4.6,2.977e-05,7.317,,,,2.3,0.0004982,7.04,4.6,0.0009954,7.454,,,,2.3,0.0001721,7.414,4.6,0.0003425,7.478,,,,2.3,0.0004336,7.034,4.6,0.0008649,7.577,,,,2.3,0.000238,7.24,4.6,0.0004503,7.391,,,,2.3,0.0001862,7.424,4.6,0.0003685,7.252,,,,2.3,0.0003638,7.088,4.6,0.0007616,7.608,,,,2.3,0.0001754,7.377,4.6,0.0003506,7.037
,,,2.4,2.425e-06,7.257,4.8,0.0005113,7.478,,,,2.4,4.075e-06,7.469,4.8,0.0003236,7.8,,,,2.4,0.0005198,7.311,4.8,0.001039,7.747,,,,2.4,0.0001796,7.69,4.8,0.0003573,7.785,,,,2.4,0.0004524,7.318,4.8,0.0009025,7.855,,,,2.4,0.0002442,7.532,4.8,0.0005146,7.731,,,,2.4,0.0001942,7.715,4.8,0.0003844,7.572,,,,2.4,0.000381,7.391,4.8,0.0007978,7.888,,,,2.4,0.000183,7.697,4.8,0.0003659,7.374
,,,2.5,2.53e-06,7.518,5,0.0005438,7.768,,,,2.5,3.955e-06,7.718,5,0.0003307,8.06,,,,2.5,0.0005414,7.588,5,0.001082,8.193,,,,2.5,0.000187,7.959,5,0.0003722,8.079,,,,2.5,0.0004712,7.671,5,0.0009397,8.121,,,,2.5,0.0002499,7.879,5,0.0005897,8.047,,,,2.5,0.0002023,7.971,5,0.0003999,7.883,,,,2.5,0.0003986,7.691,5,0.0008336,8.209,,,,2.5,0.0001907,8.017,5,0.0003811,7.687
,,,2.6,2.63e-06,7.81,4.8,0.0004941,8.035,,,,2.6,3.663e-06,8.012,4.8,0.0003074,8.344,,,,2.6,0.0005631,7.888,4.8,0.001038,8.476,,,,2.6,0.0001945,8.235,4.8,0.000357,8.422,,,,2.6,0.00049,7.99,4.8,0.0009017,8.41,,,,2.6,0.0002567,8.175,4.8,0.0006201,8.373,,,,2.6,0.0002104,8.252,4.8,0.0003837,8.204,,,,2.6,0.0004151,7.961,4.8,0.0008008,8.49,,,,2.6,0.0001983,8.355,4.8,0.0003659,7.973
,,,2.7,2.735e-06,8.108,4.6,0.0004484,8.29,,,,2.7,3.919e-06,8.291,4.6,0.0002935,8.659,,,,2.7,0.0005847,8.23,4.6,0.0009953,8.846,,,,2.7,0.0002018,8.52,4.6,0.000342,8.709,,,,2.7,0.0005086,8.307,4.6,0.0008641,8.746,,,,2.7,0.0002773,8.466,4.6,0.0006258,8.695,,,,2.7,0.0002184,8.526,4.6,0.0003675,8.496,,,,2.7,0.0004322,8.265,4.6,0.000768,8.823,,,,2.7,0.0002059,8.653,4.6,0.0003506,8.263
,,,2.8,2.841e-06,8.381,4.4,0.0004161,8.564,,,,2.8,3.998e-06,8.559,4.4,0.0002768,8.925,,,,2.8,0.0006063,8.546,4.4,0.000952,9.123,,,,2.8,0.0002093,8.809,4.4,0.0003267,9.043,,,,2.8,0.0005274,8.61,4.4,0.0008264,9.048,,,,2.8,0.0002736,8.743,4.4,0.0006096,8.97,,,,2.8,0.0002265,8.856,4.4,0.0003518,8.814,,,,2.8,0.0004496,8.543,4.4,0.0007336,9.118,,,,2.8,0.0002135,8.949,4.4,0.0003354,8.549
,,,2.9,2.955e-06,8.677,4.2,0.0003925,8.857,,,,2.9,4.571e-06,8.832,4.2,0.0002636,9.225,,,,2.9,0.000628,8.844,4.2,0.0009088,9.394,,,,2.9,0.0002166,9.08,4.2,0.0003121,9.33,,,,2.9,0.0005462,8.915,4.2,0.0007887,9.408,,,,2.9,0.0002908,9.044,4.2,0.00059,9.254,,,,2.9,0.0002347,9.188,4.2,0.000336,9.092,,,,2.9,0.0004673,8.849,4.2,0.0006986,9.403,,,,2.9,0.0002212,9.243,4.2,0.0003202,8.835
,,,3,3.07e-06,8.949,4,0.0003624,9.148,,,,3,4.144e-06,9.094,4,0.0002495,9.499,,,,3,0.0006495,9.139,4,0.0008656,9.714,,,,3,0.000224,9.351,4,0.0002972,9.61,,,,3,0.000565,9.207,4,0.0007511,9.713,,,,3,0.0003448,9.345,4,0.0005664,9.521,,,,3,0.0002427,9.516,4,0.00032,9.41,,,,3,0.0004847,9.155,4,0.0006649,9.682,,,,3,0.0002288,9.515,4,0.0003049,9.112
