# sample: 7_ITO
# blocks: 30 (Section_Sweep triplets left-to-right)
A_s1,A_s1,A_s1,A_s2,A_s2,A_s2,A_s3,A_s3,A_s3,B_s1,B_s1,B_s1,B_s2,B_s2,B_s2,B_s3,B_s3,B_s3,D_s1,D_s1,D_s1,D_s2,D_s2,D_s2,D_s3,D_s3,D_s3,E_s1,E_s1,E_s1,E_s2,E_s2,E_s2,E_s3,E_s3,E_s3,F_s1,F_s1,F_s1,F_s2,F_s2,F_s2,F_s3,F_s3,F_s3,G_s1,G_s1,G_s1,G_s2,G_s2,G_s2,G_s3,G_s3,G_s3,H_s1,H_s1,H_s1,H_s2,H_s2,H_s2,H_s3,H_s3,H_s3,I_s1,I_s1,I_s1,I_s2,I_s2,I_s2,I_s3,I_s3,I_s3,K_s1,K_s1,K_s1,K_s2,K_s2,K_s2,K_s3,K_s3,K_s3,L_s1,L_s1,L_s1,L_s2,L_s2,L_s2,L_s3,L_s3,L_s3
0.3,4.407e-05,1757000000,0.8,0.0001236,1757000000,1.6,0.0002626,1757000000,0.3,1.807e-05,1757000000,0.8,5.162e-05,1757000000,1.6,0.0001136,1757000000,0.3,6.594e-05,1757000000,0.8,0.000178,1757000000,1.6,0.0003601,1757000000,0.3,2.106e-05,1757000000,0.8,5.619e-05,1757000000,1.6,0.0001136,1757000000,0.3,2.526e-05,1757000000,0.8,6.732e-05,1757000000,1.6,0.0001346,1757000000,0.3,7.787e-05,1757000000,0.8,0.0002076,1757000000,1.6,0.000415,1757000000,0.3,2.637e-05,1757000000,0.8,7.16e-05,1757000000,1.6,0.0001468,1757000000,0.3,3.165e-05,1757000000,0.8,8.437e-05,1757000000,1.6,0.0001687,1757000000,0.3,7.546e-05,1757000000,0.8,0.0002014,1757000000,1.6,0.0004041,1757000000,0.3,8.761e-06,1757000000,0.8,2.74e-05,1757000000,1.6,6.439e-05,1757000000
0.2,3.03e-05,1757000000,0.9,0.0001396,1757000000,1.8,0.0002972,1757000000,0.2,1.191e-05,1757000000,0.9,5.861e-05,1757000000,1.8,0.0001289,1757000000,0.2,4.402e-05,1757000000,0.9,0.0002005,1757000000,1.8,0.0004056,1757000000,0.2,1.407e-05,1757000000,0.9,6.307e-05,1757000000,1.8,0.0001278,1757000000,0.2,1.684e-05,1757000000,0.9,7.571e-05,1757000000,1.8,0.0001515,1757000000,0.2,5.192e-05,1757000000,0.9,0.0002335,1757000000,1.8,0.0004669,1757000000,0.2,1.748e-05,1757000000,0.9,8.096e-05,1757000000,1.8,0.0001657,1757000000,0.2,2.11e-05,1757000000,0.9,9.489e-05,1757000000,1.8,0.0001898,1757000000,0.2,5.028e-05,1757000000,0.9,0.0002264,1757000000,1.8,0.0004545,1757000000,0.2,5.822e-06,1757000000,0.9,3.266e-05,1757000000,1.8,7.845e-05,1757000000
0.1,1.506e-05,1757000000,1,0.0001582,1757000000,2,0.0003318,1757000000,0.1,5.9e-06,1757000000,1,6.568e-05,1757000000,2,0.0001441,1757000000,0.1,2.213e-05,1757000000,1,0.0002233,1757000000,2,0.00045,1757000000,0.1,7.063e-06,1757000000,1,6.993e-05,1757000000,2,0.000142,1757000000,0.1,8.43e-06,1757000000,1,8.415e-05,1757000000,2,0.0001685,1757000000,0.1,2.598e-05,1757000000,1,0.0002595,1757000000,2,0.0005188,1757000000,0.1,8.737e-06,1757000000,1,9.021e-05,1757000000,2,0.0001844,1757000000,0.1,1.056e-05,1757000000,1,0.0001054,1757000000,2,0.0002109,1757000000,0.1,2.518e-05,1757000000,1,0.0002517,1757000000,2,0.000505,1757000000,0.1,2.918e-06,1757000000,1,3.803e-05,1757000000,2,9.26e-05,1757000000
0,2.652e-08,1757000000,1.1,0.000175,1757000000,2.2,0.0003665,1757000000,0,1.128e-08,1757000000,1.1,7.281e-05,1757000000,2.2,0.0001596,1757000000,0,3.749e-08,1757000000,1.1,0.0002458,1757000000,2.2,0.0004943,1757000000,0,1.207e-08,1757000000,1.1,7.678e-05,1757000000,2.2,0.0001563,1757000000,0,1.378e-08,1757000000,1.1,9.252e-05,1757000000,2.2,0.0001855,1757000000,0,4.196e-08,1757000000,1.1,0.0002854,1757000000,2.2,0.0005712,1757000000,0,1.396e-08,1757000000,1.1,9.939e-05,1757000000,2.2,0.0002026,1757000000,0,1.727e-08,1757000000,1.1,0.000116,1757000000,2.2,0.0002321,1757000000,0,4.185e-08,1757000000,1.1,0.0002768,1757000000,2.2,0.0005562,1757000000,0,3.283e-09,1757000000,1.1,4.277e-05,1757000000,2.2,0.0001069,1757000000
-0.1,-1.607e-05,1757000000,1.2,0.0001925,1757000000,2.4,0.0004028,1757000000,-0.1,-5.791e-06,1757000000,1.2,8.002e-05,1757000000,2.4,0.000175,1757000000,-0.1,-2.187e-05,1757000000,1.2,0.0002686,1757000000,2.4,0.0005399,1757000000,-0.1,-7.063e-06,1757000000,1.2,8.395e-05,1757000000,2.4,0.0001705,1757000000,-0.1,-8.406e-06,1757000000,1.2,0.000101,1757000000,2.4,0.0002025,1757000000,-0.1,-2.593e-05,1757000000,1.2,0.0003113,1757000000,2.4,0.000623,1757000000,-0.1,-8.793e-06,1757000000,1.2,0.0001088,1757000000,2.4,0.0002212,1757000000,-0.1,-1.054e-05,1757000000,1.2,0.0001265,1757000000,2.4,0.0002532,1757000000,-0.1,-2.514e-05,1757000000,1.2,0.0003021,1757000000,2.4,0.0006068,1757000000,-0.1,-2.836e-06,1757000000,1.2,4.829e-05,1757000000,2.4,0.0001194,1757000000
-0.2,-3.26e-05,1757000000,1.3,0.0002101,1757000000,2.6,0.0004375,1757000000,-0.2,-1.156e-05,1757000000,1.3,8.743e-05,1757000000,2.6,0.0001906,1757000000,-0.2,-4.385e-05,1757000000,1.3,0.0002912,1757000000,2.6,0.0005854,1757000000,-0.2,-1.415e-05,1757000000,1.3,9.065e-05,1757000000,2.6,0.0001846,1757000000,-0.2,-1.683e-05,1757000000,1.3,0.0001094,1757000000,2.6,0.0002194,1757000000,-0.2,-5.187e-05,1757000000,1.3,0.0003373,1757000000,2.6,0.000675,1757000000,-0.2,-1.756e-05,1757000000,1.3,0.0001177,1757000000,2.6,0.0002403,1757000000,-0.2,-2.108e-05,1757000000,1.3,0.0001371,1757000000,2.6,0.0002743,1757000000,-0.2,-5.03e-05,1757000000,1.3,0.0003273,1757000000,2.6,0.0006571,1757000000,-0.2,-5.835e-06,1757000000,1.3,5.445e-05,1757000000,2.6,0.0001334,1757000000
-0.3,-4.796e-05,1757000000,1.4,0.0002279,1757000000,2.8,0.0004713,1757000000,-0.3,-1.736e-05,1757000000,1.4,9.47e-05,1757000000,2.8,0.0002059,1757000000,-0.3,-6.581e-05,1757000000,1.4,0.0003134,1757000000,2.8,0.0006321,1757000000,-0.3,-2.13e-05,1757000000,1.4,9.748e-05,1757000000,2.8,0.0001988,1757000000,-0.3,-2.524e-05,1757000000,1.4,0.0001177,1757000000,2.8,0.0002362,1757000000,-0.3,-7.781e-05,1757000000,1.4,0.0003632,1757000000,2.8,0.0007269,1757000000,-0.3,-2.65e-05,1757000000,1.4,0.0001272,1757000000,2.8,0.0002588,1757000000,-0.3,-3.162e-05,1757000000,1.4,0.0001476,1757000000,2.8,0.0002954,1757000000,-0.3,-7.543e-05,1757000000,1.4,0.0003527,1757000000,2.8,0.0007077,1757000000,-0.3,-9.156e-06,1757000000,1.4,6.126e-05,1757000000,2.8,0.0001469,1757000000
-0.4,-6.395e-05,1757000000,1.5,0.0002454,1757000000,3,0.0005098,1757000000,-0.4,-2.319e-05,1757000000,1.5,0.0001022,1757000000,3,0.0002213,1757000000,-0.4,-8.793e-05,1757000000,1.5,0.0003369,1757000000,3,0.0006748,1757000000,-0.4,-2.846e-05,1757000000,1.5,0.0001044,1757000000,3,0.000213,1757000000,-0.4,-3.363e-05,1757000000,1.5,0.0001263,1757000000,3,0.0002531,1757000000,-0.4,-0.0001037,1757000000,1.5,0.0003892,1757000000,3,0.0007787,1757000000,-0.4,-3.565e-05,1757000000,1.5,0.0001363,1757000000,3,0.0002762,1757000000,-0.4,-4.217e-05,1757000000,1.5,0.0001582,1757000000,3,0.0003164,1757000000,-0.4,-0.0001005,1757000000,1.5,0.0003778,1757000000,3,0.0007585,1757000000,-0.4,-1.242e-05,1757000000,1.5,6.672e-05,1757000000,3,0.0001603,1757000000
-0.5,-8.073e-05,1757000000,1.6,0.0002616,1757000000,3.2,0.0005487,1757000000,-0.5,-2.917e-05,1757000000,1.6,0.0001094,1757000000,3.2,0.0002368,1757000000,-0.5,-0.0001101,1757000000,1.6,0.0003601,1757000000,3.2,0.0007214,1757000000,-0.5,-3.561e-05,1757000000,1.6,0.0001113,1757000000,3.2,0.0002271,1757000000,-0.5,-4.204e-05,1757000000,1.6,0.0001347,1757000000,3.2,0.00027,1757000000,-0.5,-0.0001297,1757000000,1.6,0.0004151,1757000000,3.2,0.0008305,1757000000,-0.5,-4.474e-05,1757000000,1.6,0.0001454,1757000000,3.2,0.0002941,1757000000,-0.5,-5.272e-05,1757000000,1.6,0.0001688,1757000000,3.2,0.0003375,1757000000,-0.5,-0.0001256,1757000000,1.6,0.000403,1757000000,3.2,0.0008093,1757000000,-0.5,-1.572e-05,1757000000,1.6,7.294e-05,1757000000,3.2,0.0001736,1757000000
-0.5,-8.02e-05,1757000000,1.7,0.0002765,1757000000,3.4,0.0005849,1757000000,-0.5,-2.931e-05,1757000000,1.7,0.0001169,1757000000,3.4,0.0002522,1757000000,-0.5,-0.0001112,1757000000,1.7,0.0003823,1757000000,3.4,0.0007668,1757000000,-0.5,-3.556e-05,1757000000,1.7,0.000118,1757000000,3.4,0.0002411,1757000000,-0.5,-4.201e-05,1757000000,1.7,0.0001432,1757000000,3.4,0.0002869,1757000000,-0.5,-0.0001297,1757000000,1.7,0.0004411,1757000000,3.4,0.0008825,1757000000,-0.5,-4.474e-05,1757000000,1.7,0.0001548,1757000000,3.4,0.0003122,1757000000,-0.5,-5.271e-05,1757000000,1.7,0.0001793,1757000000,3.4,0.0003587,1757000000,-0.5,-0.0001257,1757000000,1.7,0.0004282,1757000000,3.4,0.0008602,1757000000,-0.5,-1.517e-05,1757000000,1.7,7.977e-05,1757000000,3.4,0.0001884,1757000000
-0.4,-6.443e-05,1757000000,1.8,0.0002954,1757000000,3.6,0.0006191,1757000000,-0.4,-2.346e-05,1757000000,1.8,0.0001244,1757000000,3.6,0.0002674,1757000000,-0.4,-8.905e-05,1757000000,1.8,0.0004059,1757000000,3.6,0.0008133,1757000000,-0.4,-2.846e-05,1757000000,1.8,0.0001248,1757000000,3.6,0.0002553,1757000000,-0.4,-3.36e-05,1757000000,1.8,0.0001516,1757000000,3.6,0.0003038,1757000000,-0.4,-0.0001037,1757000000,1.8,0.000467,1757000000,3.6,0.0009344,1757000000,-0.4,-3.567e-05,1757000000,1.8,0.0001648,1757000000,3.6,0.0003292,1757000000,-0.4,-4.216e-05,1757000000,1.8,0.0001898,1757000000,3.6,0.0003798,1757000000,-0.4,-0.0001004,1757000000,1.8,0.0004535,1757000000,3.6,0.0009108,1757000000,-0.4,-1.142e-05,1757000000,1.8,8.654e-05,1757000000,3.6,0.0002025,1757000000
-0.3,-4.775e-05,1757000000,1.9,0.0003081,1757000000,3.8,0.0006585,1757000000,-0.3,-1.76e-05,1757000000,1.9,0.000132,1757000000,3.8,0.0002827,1757000000,-0.3,-6.682e-05,1757000000,1.9,0.0004276,1757000000,3.8,0.0008599,1757000000,-0.3,-2.133e-05,1757000000,1.9,0.0001316,1757000000,3.8,0.0002695,1757000000,-0.3,-2.519e-05,1757000000,1.9,0.0001601,1757000000,3.8,0.0003207,1757000000,-0.3,-7.78e-05,1757000000,1.9,0.000493,1757000000,3.8,0.0009863,1757000000,-0.3,-2.664e-05,1757000000,1.9,0.0001735,1757000000,3.8,0.0003462,1757000000,-0.3,-3.162e-05,1757000000,1.9,0.0002004,1757000000,3.8,0.0004009,1757000000,-0.3,-7.535e-05,1757000000,1.9,0.0004789,1757000000,3.8,0.0009614,1757000000,-0.3,-8.116e-06,1757000000,1.9,9.221e-05,1757000000,3.8,0.0002165,1757000000
-0.2,-3.131e-05,1757000000,2,0.0003216,1757000000,4,0.0006967,1757000000,-0.2,-1.178e-05,1757000000,2,0.0001396,1757000000,4,0.0002976,1757000000,-0.2,-4.425e-05,1757000000,2,0.0004507,1757000000,4,0.0009042,1757000000,-0.2,-1.419e-05,1757000000,2,0.0001385,1757000000,4,0.0002837,1757000000,-0.2,-1.681e-05,1757000000,2,0.0001684,1757000000,4,0.0003377,1757000000,-0.2,-5.186e-05,1757000000,2,0.0005189,1757000000,4,0.001038,1757000000,-0.2,-1.771e-05,1757000000,2,0.0001829,1757000000,4,0.0003637,1757000000,-0.2,-2.107e-05,1757000000,2,0.0002109,1757000000,4,0.0004221,1757000000,-0.2,-5.026e-05,1757000000,2,0.0005043,1757000000,4,0.001012,1757000000,-0.2,-5.052e-06,1757000000,2,9.88e-05,1757000000,4,0.0002307,1757000000
-0.1,-1.578e-05,1757000000,2.1,0.0003383,1757000000,4.2,0.000735,1757000000,-0.1,-5.916e-06,1757000000,2.1,0.0001472,1757000000,4.2,0.0003125,1757000000,-0.1,-2.212e-05,1757000000,2.1,0.0004715,1757000000,4.2,0.0009491,1757000000,-0.1,-7.097e-06,1757000000,2.1,0.0001452,1757000000,4.2,0.000298,1757000000,-0.1,-8.396e-06,1757000000,2.1,0.0001771,1757000000,4.2,0.0003545,1757000000,-0.1,-2.593e-05,1757000000,2.1,0.0005453,1757000000,4.2,0.00109,1757000000,-0.1,-8.831e-06,1757000000,2.1,0.0001925,1757000000,4.2,0.000379,1757000000,-0.1,-1.054e-05,1757000000,2.1,0.0002216,1757000000,4.2,0.0004431,1757000000,-0.1,-2.513e-05,1757000000,2.1,0.0005299,1757000000,4.2,0.001063,1757000000,-0.1,-2.391e-06,1757000000,2.1,0.0001062,1757000000,4.2,0.0002451,1757000000
-0,5.561e-09,1757000000,2.2,0.0003548,1757000000,4.4,0.0007754,1757000000,-0,3.605e-09,1757000000,2.2,0.0001547,1757000000,4.4,0.000327,1757000000,-0,9.558e-09,1757000000,2.2,0.000493,1757000000,4.4,0.0009977,1757000000,-0,3.223e-09,1757000000,2.2,0.000152,1757000000,4.4,0.000312,1757000000,-0,5.505e-09,1757000000,2.2,0.0001856,1757000000,4.4,0.0003717,1757000000,-0,1.493e-08,1757000000,2.2,0.0005712,1757000000,4.4,0.001142,1757000000,-0,4.289e-09,1757000000,2.2,0.0002014,1757000000,4.4,0.0003923,1757000000,-0,5.537e-09,1757000000,2.2,0.0002322,1757000000,4.4,0.0004643,1757000000,-0,1.291e-08,1757000000,2.2,0.0005554,1757000000,4.4,0.001113,1757000000,-0,-4.263e-10,1757000000,2.2,0.0001127,1757000000,4.4,0.0002588,1757000000
,,,2.3,0.0003651,1757000000,4.6,0.0008146,1757000000,,,,2.3,0.0001623,1757000000,4.6,0.0003414,1757000000,,,,2.3,0.0005168,1757000000,4.6,0.001043,1757000000,,,,2.3,0.0001587,1757000000,4.6,0.0003261,1757000000,,,,2.3,0.000194,1757000000,4.6,0.0003885,1757000000,,,,2.3,0.0005972,1757000000,4.6,0.001194,1757000000,,,,2.3,0.00021,1757000000,4.6,0.0004085,1757000000,,,,2.3,0.0002427,1757000000,4.6,0.0004854,1757000000,,,,2.3,0.0005805,1757000000,4.6,0.001164,1757000000,,,,2.3,0.0001196,1757000000,4.6,0.0002735,1757000000
